id,en,fr,de,pt-BR,zh-CN
choice_Important,Только важное,Important seulement,Nur Wichtiges,Apenas o que for importante,仅重要提示
choice_KeyboardCoop,Клавиатура (кооп),Coopératif sur clavier,Tastatur-Koop,Cooperativo com teclado,键盘合作
choice_MultiController,Кооператив,Coopératif,Kooperativ,Cooperativo,合作模式
choice_Never,Никогда,Jamais,Niemals,Nunca,从不
choice_noHighlight,Нет,Aucun,Keins davon,Nenhum,无
choice_SinglePlayer,Одиночная игра,Solo,Einzelspieler,Single Player,单人游戏
choice_UIonlyHighlight,Только интерфейс,Interface Utilisateur Uniquement,Nur Benutzeroberfläche,Apenas Interface,仅限用户界面
collectable_cash,Доказательства,Dossiers de preuves,Beweismittelakten,Arquivos de evidências,证据文件
collectable_cash_description,Чтобы собрать дело против ФЙ,Pour constituer un dossier contre FJ,Um Beweise gegen FJ zu sammeln,Para construir um caso contra a FJ,用于收集针对福约的案件证据
collectable_chest,Сундук с данными,Coffre de Données,Datenschatzkiste,Baú de dados,数据箱
collectable_chest_description,Контейнер с чипами данных,Conteneur de Puces de Données,Behälter mit Datenchips,Caixa de chips de dados,数据芯片容器
collectable_data,Чипы данных,Puces de Données,Datenchips,Chips de dados,数据芯片
collectable_data_description,Фрагменты зашифрованных данных,Morceaux de données cryptées,Blöcke verschlüsselter Daten,Blocos de dados encriptados,加密数据块
collectable_flashdrive,Флагранти-баксы,Flagrante-bucks,Flagranti-Kohle,Flagranté-bucks,福币
collectable_flashdrive_description,Деньги компании,Argent de l'entreprise,Firmengeld,Dinheiro da empresa,公司资金
collectable_mousebot,МышеБот,SourisBot,MausBot,RatoBot,机器老鼠
collectable_mousebot_collectSubtitle,"Получай, мышиный болван!",Prends ça, imbécile de souris !,Nimm das, Maus-Idiot!,Toma isso, rato idiota!,吃我这招，蠢老鼠！
collectable_mousebot_collectSuffix,сцапал!,bondi !,gefangen!,Atacou!,扑倒！
collectable_mousebot_description,Робот-мышь — усилитель Wi-Fi,SourisBot Rallonge WiFi,WiFi-Extender-Mausroboter,Rato Robô Extensor de Wi-Fi,WiFi扩展器机器老鼠
collectable_shard,Квантовые осколки,Éclats Quantiques,Quantensplitter,Fragmentos quânticos,量子碎片
collectable_shard_description,Осколки квантовой энергии,Des Éclats d'Énergie Quantique,Quantenenergiesplitter,Fragmentos de energia quântica,量子能量碎片
colour_black,Чёрный,Noir,Schwarz,Preto,黑色
colour_blue,Синий,Bleu,Blau,Azul,蓝色
colour_bronze,Бронзовый,Bronze,Bronze,Bronze,青铜色
colour_cyan,Голубой,Cyan,Zyan,Ciano,青色
colour_darkgrey,Тёмно-серый,Gris foncé,Dunkelgrau,Cinza escuro,深灰色
colour_green,Зелёный,Vert,Grün,Verde,绿色
colour_heisenberg,Полевой синий,Bleu ciel,Field Blue,Azul médio,田野蓝
colour_indigo,Индиго,Indigo,Indigoblau,Índigo,靛青
colour_lightgrey,Светло-серый,Gris clair,Hellgrau,Cinza claro,浅灰色
colour_lime,Лаймовый,Vert citron,Hellgrün,Lima,青柠
colour_midgrey,Серый,Gris moyen,Mittelgrau,Cinza médio,中灰色
colour_orange,Оранжевый,Orange,Orange,Laranja,橙色
colour_pressurePadBlue,Ярко-синий,Bleu éclatant,Leuchtendes Blau,Azul vibrante,亮蓝色
colour_pressurePadOrange,Ярко-оранжевый,Orange éclatant,Leuchtendes Orange,Laranja vibrante,亮橙色
colour_purple,Фиолетовый,Violet,Lila,Roxo,紫色
colour_pale,Бледный,Clair,Blass,Pálido,苍白
colour_red,Красный,Rouge,Rot,Vermelho,红色
colour_rose,Розовый,Rose,Rosa,Rosa,玫瑰色
colour_silver,Серебристый,Argenté,Silber,Prata,银色
colour_turquoise,Бирюзовый,Turquoise,Türkis,Turquesa,绿松石色
colour_white,Белый,Blanc,Weiß,Branco,白色
colour_yellow,Жёлтый,Jaune,Gelb,Amarelo,黄色
control_Action,Взаимодействие,Interagir,Interagieren,Interagir,互动
control_Back,Назад,Retour,Zurück,Voltar,返回
control_Camera,(Удерживать) Управление камерой,(Maintenir) Contrôle de la Caméra,(Halten) Kamerasteuerung,(Segurar) Controle da câmera,（按住）镜头控制
control_CamZoom,Приближение камеры,Zoom de la Caméra,Kamera-Zoom,Zoom da câmera,镜头缩放
control_Cancel,Отмена,Annuler,Abbrechen,Cancelar,取消
control_cat1Suffix,(Кот 1),(Chat 1),(Katze 1),(Gata 1),（猫咪1）
control_cat2Suffix,(Кот 2),(Chat 2),(Katze 2),(Gata 2),（猫咪2）
control_CodexMain,Кодекс,Codex,Kodex,Codex,图鉴
control_Confirm,Подтвердить,Confirmer,Bestätigen,Confirmar,确认
control_Customise,Настроить,Personnaliser,Individualisieren,Personalizar,定制
control_Emote,(Удерживать) Эмоция,(Maintenir) Emote,(Halten) Emote,(Segurar) Emote,（按住）表情
control_Hint,Подсказка к головоломке,Indice pour l’Énigme,Rätselhinweis,Dica do Puzzle,谜题提示
control_Jump,Прыжок,Sauter,Springen,Pular,跳跃
control_MenuApply,Применить,Appliquer,Anwenden,Aplicar,应用
control_MenuEmote,Эмоция,Emote,Emote,Fazer um emote,表情
control_Move,Движение,Bouger,Bewegen,Mover,移动
control_MoveDown,Вниз,Bouger vers le Bas,Nach unten bewegen,Mover para baixo,向下移动
control_MoveLeft,Влево,Bouger vers la Gauche,Nach links bewegen,Mover para a esquerda,向左移动
control_MoveRight,Вправо,Bouger vers la Droite,Nach rechts bewegen,Mover para a direita,向右移动
control_MoveUp,Вверх,Bouger vers le Haut,Nach oben bewegen,Mover para cima,向上移动
control_NextPage,Следующая страница,Page Suivante,Nächste Seite,Página seguinte,下一页
control_NextTab,Следующая вкладка,Onglet Suivant,Nächster Tab,Aba seguinte,下一个标签页
control_Pause,Пауза,Pause,Pause,Pausar,暂停
control_PrevPage,Предыдущая страница,Page Précédente,Vorherige Seite,Página anterior,上一页
control_PrevTab,Предыдущая вкладка,Onglet Précédent,Vorheriger Tab,Aba anterior,上一个标签页
control_Quantum,Разделиться / Слиться,Séparation/Fusion,Teilen / Verschmelzen,Dividir / Fundir,分体/合体
control_RequestDown,Запросить движение вниз,Demande vers le Bas,Nach unten anfordern,Pedir para ir para baixo,请求关闭
control_RequestLeft,Запросить движение влево,Demande vers la Gauche,Nach links anfordern,Pedir para ir à esquerda,请求向左
control_RequestMove,Запросить движение,Demander un Mouvement,Bewegung anfordern,Pedir movimento,请求移动
control_RequestQuantum,Запросить квантовое действие,Demande de Quantique,Quanten anfordern,Pedir quantum,请求量子
control_RequestRight,Запросить движение вправо,Demande vers la Droite,Nach rechts anfordern,Pedir para ir à direita,请求向右
control_RequestUp,Запросить движение вверх,Demande vers le Haut,Nach oben anfordern,Pedir para ir para cima,请求向上
control_Skip,Пропустить,Passer,Überspringen,Pular,跳过
control_Swap,Поменять котов местами,Échanger les Chats,Katze wechseln,Trocar gatas,切换猫咪
coopEnableBody,"Включить режим на двух игроков, где каждый управляет своим котом и вы проходите игру совместно?",Souhaites-tu activer le mode deux joueurs, où chaque joueur contrôle un chat et coopère pour terminer le jeu ?,Möchtest du den Zwei-Spieler-Modus aktivieren, bei dem jeder Spieler eine Katze steuert und ihr gemeinsam das Spiel durchspielt?,Você gostaria de ativar o modo para dois jogadores, onde cada jogador controla uma gata e vocês trabalham em cooperação para completar o jogo?,是否启用双人模式？在该模式下，每位玩家控制一只猫，并协作完成游戏。
coopEnableCancel,Остаться в одиночной игре,Rester en mode solo,Im Einzelspielermodus bleiben,Ficar no modo Single Player,保持单人模式
coopEnableConfirm,Включить кооператив,Activer le mode coopératif,Koop-Modus aktivieren,Ativar o Modo Cooperativo,启用合作模式
coopEnableTitle,Включить кооперативный режим на двух игроков?,Activer le mode coopératif à 2 joueurs ?,Kooperativen 2-Spieler-Modus aktivieren?,Ativar o Modo Cooperativo para 2 jogadores?,启用双人合作模式？
coopLaterBody,"Включить режим на двух игроков?<br>Игрок 2 будет в режиме «пассажира», пока позже не разблокируются способности $mittens.",Souhaites-tu activer le mode deux joueurs ?<br>Le joueur 2 sera en mode « passager » jusqu'à ce que les pouvoirs de $mittens soient débloqués.,Möchtest du den Zwei-Spieler-Modus aktivieren?<br>Spieler 2 befindet sich zunächst im „Beifahrer“-Modus, bis die Fähigkeiten von $mittens später freigeschaltet werden.,Você gostaria de ativar o modo para dois jogadores?<br>O Jogador 2 ficará em “modo passageiro” até que os poderes de $mittens sejam desbloqueados mais tarde.,是否启用双人模式？<br>玩家2将进入旁观模式，直到稍后解锁$mittens能力。
coopLaterConfirm,ОК,OK,OK,OK,确定
coopLaterTitle,Кооператив пока недоступен,Mode coopératif pas encore disponible,Koop-Modus noch nicht verfügbar,Modo Cooperativo ainda não disponível,合作模式暂未开放
cosmetic_blackTie,Чёрный галстук,Cravate noire,Schwarze Krawatte,Gravata preta,黑领结
cosmetic_bunnyEars,Заячьи уши,Oreilles de lapin,Hasenohren,Orelhas de coelho,兔耳
cosmetic_calicoSkin,Трёхцветный,Calico,Dreifarbig,Calico,三花
cosmetic_chefHat,Поварской колпак,Chapeau de chef,Kochmütze,Chapéu de cozinheiro,厨师帽
cosmetic_christmas_description,С Рождеством!,Joyeux Noël !,Frohe Weihnachten!,Feliz Natal!,圣诞快乐！
cosmetic_clock,Часы,Horloge,Uhr,Relógio,时钟
cosmetic_collar_blackLeather,Чёрный кожаный ошейник,Collier en cuir noir,Halsband aus schwarzem Leder,Coleira de couro preto,黑色皮项圈
cosmetic_collar_darkleather,Тёмная кожа,Cuir Foncé,Dunkles Leder,Couro escuro,深色皮革
cosmetic_collar_default,Стандартный ошейник,Collier par Défaut,Standardhalsband,Coleira padrão,默认项圈
cosmetic_collar_default_description,Классический голубой,Cyan classique,Klassisches Zyan,Ciano clássico,经典青色
cosmetic_collar_fabric,Тканевый ошейник,Collier en tissu,Stoffhalsband,Coleira de tecido,布项圈
cosmetic_collar_lightLeather,Светлый кожаный ошейник,Collier en cuir clair,Halsband aus hellem Leder,Coleira de couro claro,轻质皮项圈
cosmetic_collar_shiny,Блестящий ошейник,Collier brillant,Glänzendes Halsband,Coleira brilhante,亮面项圈
cosmetic_collar_studded,Ошейник с шипами,Collier clouté,Nietenbesetztes Halsband,Coleira com tachas,铆钉项圈
cosmetic_cowHood,Коровий капюшон,Cagoule de vache,Kuhkapuze,Capuz de vaca,牛头兜帽
cosmetic_description_supporter,Спасибо за вашу поддержку!,Merci pour votre soutien !,Danke für deine Unterstützung!,Agradecemos o seu apoio!,谢谢惠顾！
cosmetic_discoBall,Дискошар,Boule Disco,Diskoball,Bola de discoteca,迪斯科球
cosmetic_eyecolour_blue,Синие глаза,Yeux Bleus,Blaue Augen,Olhos azuis,蓝眼睛
cosmetic_eyecolour_catnip,Глаза с кошачьей мяты,Yeux Herbe à chat,Katzenminze-Augen,Olhos Erva do Gato,猫薄荷眼
cosmetic_eyecolour_catnip_description,Постоянно огромные,Immense en Permanence,Dauerhaft Riesig,Permanentemente enormes,永久大眼
cosmetic_eyecolour_default,Стандартный цвет глаз,Couleur des Yeux par Défaut,Standard-Augenfarbe,Cor de olhos padrão,默认眼睛颜色
cosmetic_eyecolour_default_description,Классический зелёный,Vert classique,Klassisches Grün,Verde clássico,经典绿
cosmetic_eyecolour_glowing,Светящиеся глаза,Yeux Brillants,Leuchtende Augen,Olhos brilhantes,发光眼
cosmetic_eyecolour_green,Сине-зелёные глаза,Yeux bleu-vert,Blaugrüne Augen,Olhos azul-esverdeados,蓝绿眼睛
cosmetic_eyecolour_orange,Оранжевые глаза,Yeux Oranges,Orange Augen,Olhos laranja,橙眼睛
cosmetic_eyecolour_pale,Бледные глаза,Yeux clairs,Helle Augen,Olhos pálidos,白眼睛
cosmetic_eyecolour_pink,Розовые глаза,Yeux roses,Pinkfarbene Augen,Olhos rosa,粉色眼睛
cosmetic_eyecolour_purple,Фиолетовые глаза,Yeux Violets,Lila Augen,Olhos roxos,紫眼睛
cosmetic_eyecolour_tinyPupils,Узкие зрачки,Petites Pupilles,Winzige Pupillen,Pupilas pequenas,细小瞳孔
cosmetic_eyecolour_tinyPupils_description,Постоянно крошечные,Minuscule en Permanence,Dauerhaft Winzig,Permanentemente pequenos,永久小眼
